tag	module	module_label	model	model_label	sub_model	sub_model_label	key_workflow	feature	detail	fields_ready
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.history	Lịch sử biến động BHXH	-	-	actions: action_confirm, action_draft	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	change_type(Selection), effective_date(Date), record_id(Many2one), company_id(Many2one), employee_id(Many2one), state(Selection)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.import.history	Import lịch sử biến động BHXH	-	-	actions: action_import	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	file(Binary), import_type(Selection)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.monthly.list	Danh sách tăng/giảm BHXH tháng	hr.vn.si.history	Lịch sử biến động BHXH	actions: action_confirm, action_draft, action_export_d02	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	month(Selection), year(Integer), company_id(Many2one), name(Char), state(Selection)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.record	Hồ sơ bảo hiểm xã hội	hr.vn.si.history	Lịch sử biến động BHXH	actions: action_activate, action_close, action_create_increase, action_open_history, action_suspend	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	employee_id(Many2one), company_id(Many2one), department_id(Many2one), name(Char)
Customization	sht_hr_appraisal_vn	Đánh giá hiệu suất Việt Nam	hr.appraisal	Employee Appraisal	sht.hr.appraisal.line	Dòng đánh giá chi tiết	actions: action_apply_template	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_appraisal_vn	-
Customization	sht_hr_appraisal_vn	Đánh giá hiệu suất Việt Nam	sht.hr.appraisal.criteria	Tiêu chí đánh giá	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_appraisal_vn	category(Selection), name(Char), company_id(Many2one)
Customization	sht_hr_appraisal_vn	Đánh giá hiệu suất Việt Nam	sht.hr.appraisal.cycle	Kỳ đánh giá	hr.appraisal	Employee Appraisal	actions: action_complete, action_draft, action_generate_appraisals, action_start, action_view_appraisals	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_appraisal_vn	date_from(Date), date_to(Date), name(Char), period_type(Selection), company_id(Many2one), state(Selection)
Customization	sht_hr_appraisal_vn	Đánh giá hiệu suất Việt Nam	sht.hr.appraisal.line	Dòng đánh giá chi tiết	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_appraisal_vn	appraisal_id(Many2one), criteria_id(Many2one)
Customization	sht_hr_appraisal_vn	Đánh giá hiệu suất Việt Nam	sht.hr.appraisal.template	Mẫu đánh giá	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_appraisal_vn	name(Char), company_id(Many2one), department_id(Many2one), job_id(Many2one)
Customization	sht_hr_base	SHT HR Base	hr.employee	Employee	sht.hr.employee.document	Employee Document	actions: action_open_employee_documents	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_base	-
Customization	sht_hr_base	SHT HR Base	resource.calendar	Resource Working Time	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_base	-
Customization	sht_hr_base	SHT HR Base	resource.resource	Resources	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_base	-
Customization	sht_hr_base	SHT HR Base	sht.hr.document.type	Employee Document Type	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_base	name(Char)
Customization	sht_hr_base	SHT HR Base	sht.hr.employee.document	Employee Document	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_base	document_type_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Customization	sht_hr_contract	SHT Vietnam HR Contract	hr.contract	Employee Contract	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_contract	-
Customization	sht_hr_contract	SHT Vietnam HR Contract	sht.hr.contract.type	Vietnam Contract Type	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_contract	name(Char)
Customization	sht_hr_health	HR Health Records	hr.employee	Employee	sht.hr.health.record	Hồ sơ khám sức khoẻ nhân viên	actions: action_open_health_records	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_health	-
Customization	sht_hr_health	HR Health Records	sht.hr.health.record	Hồ sơ khám sức khoẻ nhân viên	-	-	actions: action_confirm, action_reset_draft	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_health	company_id(Many2one), employee_id(Many2one), examination_date(Date), result(Selection), state(Selection), department_id(Many2one), job_id(Many2one), name(Char)
Customization	sht_hr_leave	Vietnam HR Leave	hr.employee	Employee	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_leave	-
Customization	sht_hr_leave	Vietnam HR Leave	hr.leave.allocation	Time Off Allocation	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_leave	-
Customization	sht_hr_leave	Vietnam HR Leave	hr.leave.type	Time Off Type	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_leave	-
Customization	sht_hr_onboarding	HR Onboarding / Offboarding Checklists	hr.employee	Employee	sht.hr.checklist ; sht.hr.offboarding	sht.hr.checklist ; sht.hr.offboarding	actions: action_create_offboarding, action_create_onboarding, action_open_checklists, action_open_offboardings	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_onboarding	-
Customization	sht_hr_onboarding	HR Onboarding / Offboarding Checklists	sht.hr.checklist	Employee Checklist	sht.hr.checklist.line	sht.hr.checklist.line	actions: action_cancel, action_generate_lines, action_mark_done	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_onboarding	checklist_type(Selection), company_id(Many2one), employee_id(Many2one), state(Selection), department_id(Many2one), name(Char)
Customization	sht_hr_onboarding	HR Onboarding / Offboarding Checklists	sht.hr.checklist.line	Employee Checklist Line	-	-	actions: action_cancel, action_done, action_reset, action_start	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_onboarding	checklist_id(Many2one), name(Char), responsible_role(Selection), state(Selection)
Customization	sht_hr_onboarding	HR Onboarding / Offboarding Checklists	sht.hr.checklist.template	HR Checklist Template	sht.hr.checklist.template.line	sht.hr.checklist.template.line	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_onboarding	checklist_type(Selection), name(Char), company_id(Many2one), department_id(Many2one), job_id(Many2one)
Customization	sht_hr_onboarding	HR Onboarding / Offboarding Checklists	sht.hr.checklist.template.line	HR Checklist Template Line	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_onboarding	name(Char), responsible_role(Selection), template_id(Many2one)
Customization	sht_hr_onboarding	HR Onboarding / Offboarding Checklists	sht.hr.offboarding	Quy trình thôi việc	-	-	actions: action_cancel, action_complete, action_draft, action_start, action_view_checklist	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_onboarding	company_id(Many2one), employee_id(Many2one), state(Selection), department_id(Many2one), name(Char)
Customization	sht_hr_recruitment	SHT HR Recruitment	hr.applicant	Applicant	sht.hr.applicant.evaluation	Đánh giá ứng viên	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	-
Customization	sht_hr_recruitment	SHT HR Recruitment	sht.hr.applicant.evaluation	Đánh giá ứng viên	sht.hr.evaluation.criteria	Tiêu chí đánh giá ứng viên	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	applicant_id(Many2one), evaluator_id(Many2one), company_id(Many2one)
Customization	sht_hr_recruitment	SHT HR Recruitment	sht.hr.evaluation.criteria	Tiêu chí đánh giá ứng viên	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	evaluation_id(Many2one), name(Char)
Customization	sht_hr_recruitment	SHT HR Recruitment	sht.hr.headcount.allocation	Phân bổ định biên	-	-	state: cancelled, filled, open, recruiting | actions: action_cancel, action_mark_filled, action_reopen, action_start_recruiting, action_view_applicants	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	count(Integer), plan_id(Many2one), state(Selection), company_id(Many2one), department_id(Many2one), job_id(Many2one), name(Char)
Customization	sht_hr_recruitment	SHT HR Recruitment	sht.hr.headcount.line	Bảng định biên nhân sự	-	-	state: approved, cancelled, draft | actions: action_approve, action_cancel, action_reset_draft	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	company_id(Many2one), department_id(Many2one), job_id(Many2one), month(Selection), planned_count(Integer), state(Selection), year(Integer)
Customization	sht_hr_recruitment	SHT HR Recruitment	sht.hr.headcount.plan	Kế hoạch định biên	sht.hr.headcount.allocation	Phân bổ định biên	actions: action_approve, action_close, action_reset_draft, action_view_allocations	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	company_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), job_id(Many2one), name(Char), planned_count(Integer), state(Selection)
Customization	sht_hr_recruitment	SHT HR Recruitment	sht.hr.recruitment.campaign	Chiến dịch tuyển dụng	hr.applicant	Applicant	actions: action_close, action_draft, action_start, action_view_applicants	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	department_id(Many2one), job_id(Many2one), name(Char), company_id(Many2one), state(Selection)
Customization	sht_hr_recruitment	SHT HR Recruitment	sht.hr.recruitment.request	Đề xuất tuyển dụng	sht.hr.recruitment.campaign	Chiến dịch tuyển dụng	actions: action_approve, action_create_campaign, action_draft, action_reject, action_submit, action_view_campaigns	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_recruitment	department_id(Many2one), job_id(Many2one), quantity(Integer), request_type(Selection), company_id(Many2one), name(Char), state(Selection)
Customization	sht_hr_reward_discipline	SHT HR Reward & Discipline	hr.employee	Employee	sht.hr.rd	Reward & Discipline Record	actions: action_open_discipline_records, action_open_rd_records, action_open_reward_records	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_reward_discipline	-
Customization	sht_hr_reward_discipline	SHT HR Reward & Discipline	sht.hr.rd	Reward & Discipline Record	-	-	actions: action_cancel, action_confirm, action_reset_draft	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_reward_discipline	company_id(Many2one), date(Date), employee_id(Many2one), name(Char), rd_type_id(Many2one), reason(Text), amount(Float), department_id(Many2one), state(Selection)
Customization	sht_hr_reward_discipline	SHT HR Reward & Discipline	sht.hr.rd.type	Reward & Discipline Type	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_reward_discipline	category(Selection), name(Char)
Customization	sht_hr_training	SHT HR Training	hr.employee	Employee	sht.hr.training	Employee Training Record	actions: action_open_sht_hr_training	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_training	-
Customization	sht_hr_training	SHT HR Training	sht.hr.training	Employee Training Record	-	-	actions: action_cancel, action_complete, action_start	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_training	company_id(Many2one), course_id(Many2one), date_start(Date), employee_id(Many2one), department_id(Many2one), name(Char), state(Selection)
Customization	sht_hr_training	SHT HR Training	sht.hr.training.course	Training Course	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_training	name(Char)
Customization	sht_hr_training	SHT HR Training	sht.hr.training.plan	Kế hoạch đào tạo	sht.hr.training	Employee Training Record	actions: action_approve, action_close, action_draft	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module sht_hr_training	name(Char), year(Integer), company_id(Many2one), state(Selection)
